Reason 1,Reason 2,Reason 3,Reason 4,Day of the Week,Month Value,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
1,0,0,0,2,4,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6500353670252635,0.7368421052631579,0,0,0,2
0,0,0,1,4,4,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.6500353670252635,0.7631578947368421,1,1,1,8
0,0,0,1,4,4,0.46134020618556704,0.5,0.5172413793103449,0.6500353670252635,0.5,1,0,0,2
0,0,1,0,0,4,0.5798969072164949,0.5,0.4827586206896552,0.6500353670252635,0.631578947368421,0,1,2,8
0,1,0,0,1,4,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.6500353670252635,0.6578947368421053,1,0,0,3
0,0,0,1,4,4,0.46134020618556704,0.5,0.5172413793103449,0.6500353670252635,0.5,1,0,0,2
0,0,0,1,1,4,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.6500353670252635,0.6578947368421053,0,2,0,4
0,0,1,0,3,4,0.5798969072164949,0.5,0.4827586206896552,0.6500353670252635,0.631578947368421,0,1,2,8
1,0,0,0,3,4,0.30412371134020616,0.25,0.8620689655172413,0.6500353670252635,0.8157894736842105,0,1,0,2
0,0,0,1,4,4,0.46134020618556704,0.5,0.5172413793103449,0.6500353670252635,0.5,1,0,0,2
0,0,0,1,0,5,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.6272526683628762,0.7631578947368421,1,1,1,8
0,0,1,0,2,5,0.5798969072164949,0.28846153846153844,0.7068965517241379,0.6272526683628762,0.7368421052631579,1,2,2,3
0,0,0,1,2,5,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.6272526683628762,0.6578947368421053,1,0,0,2
1,0,0,0,2,5,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6272526683628762,0.7368421052631579,0,0,0,3
0,0,0,1,2,5,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.6272526683628762,1.0,0,1,0,8
1,0,0,0,3,5,0.46134020618556704,0.5,0.5172413793103449,0.6272526683628762,0.5,1,0,0,1
0,0,0,1,3,5,0.75,0.5961538461538461,0.6896551724137931,0.6272526683628762,0.6578947368421053,0,1,1,2
1,0,0,0,3,5,0.5798969072164949,0.28846153846153844,0.7068965517241379,0.6272526683628762,0.7368421052631579,1,2,2,8
0,0,1,0,4,5,0.7731958762886598,0.5,0.7413793103448276,0.6272526683628762,0.6578947368421053,0,2,1,64
0,0,0,1,4,5,0.5798969072164949,0.28846153846153844,0.7068965517241379,0.6272526683628762,0.7368421052631579,1,2,2,8
0,0,0,1,4,5,0.46134020618556704,0.5,0.5172413793103449,0.6272526683628762,0.5,1,0,0,2
0,0,0,1,0,5,0.30412371134020616,0.25,0.8620689655172413,0.6272526683628762,0.8157894736842105,0,1,0,2
1,0,0,0,1,5,0.30412371134020616,0.25,0.8620689655172413,0.6272526683628762,0.8157894736842105,0,1,0,3
0,0,0,1,1,5,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6272526683628762,0.7368421052631579,0,0,0,1
0,0,0,0,1,5,0.30412371134020616,0.25,0.8620689655172413,0.6272526683628762,0.8157894736842105,0,1,0,0
0,0,0,1,2,5,0.46134020618556704,0.5,0.5172413793103449,0.6272526683628762,0.5,1,0,0,2
0,0,0,0,2,5,0.9742268041237113,0.9423076923076923,0.6206896551724138,0.6272526683628762,0.5526315789473685,0,2,4,0
0,1,0,0,4,5,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.6272526683628762,0.5789473684210527,1,2,0,1
1,0,0,0,0,5,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.6272526683628762,0.6578947368421053,0,2,0,48
1,0,0,0,0,5,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.6272526683628762,0.6578947368421053,1,0,0,8
0,0,0,1,2,5,0.75,0.5961538461538461,0.6896551724137931,0.6272526683628762,0.6578947368421053,0,1,1,8
1,0,0,0,2,5,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.6272526683628762,0.5789473684210527,1,2,0,8
1,0,0,0,2,5,0.5798969072164949,0.5,0.4827586206896552,0.6272526683628762,0.631578947368421,0,1,2,3
1,0,0,0,3,5,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.6272526683628762,0.6578947368421053,1,0,0,8
0,0,0,1,3,5,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.6272526683628762,0.6578947368421053,1,0,0,2
0,0,0,1,3,5,0.75,0.5961538461538461,0.6896551724137931,0.6272526683628762,0.6578947368421053,0,1,1,2
